辩证,虚,客观,加减,正确看待,正确处理,效验,辨证,辩证,有补,虚实,辨,药名,才能救,为实,立论,误用,诊病,现用,理性,正确对待,整体观,不补,具体方法,片面,相互影响,加以解决,明辨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
认识论,思想,绪论,概论,导论,观点,阐明,世界观,方法论,命题,人生观,马克思主义,学术,论述,公理,道德,理论体系,层面,数理逻辑,物理学,主观,笛卡尔,二分法,道德规范,客体,归纳法,哲学,发展观,必然性,能动性,伦理,辩证唯物主义,社会科学,信息论,因果关系,相对性,主义,形态学,哲学家,内在联系,唯物辩证法,历史观,学说,历史唯物主义,自我教育,真理,辩证关系,道德观,莱布尼茨,唯物论,辩证法,玻尔,私有制,唯物主义,程序法,社会存在,对立统一,演绎法,主要矛盾,爱因斯坦,认识论,不可分割,社会意识,政治经济学,万事万物,马克思,演绎推理,阐释,社会学,辩证统一,波粒二象性,学与,唯心主义,情理,因果性,控制论,六书,恩格斯,论战,坚持真理,伦理学,国富论,客观规律,量子力学,论语,取向,错误认识,有限性,相对论,逻辑学,哲学理论,行为科学,思想解放,自然观,批判,批判性,性是,本质特征,思想史,哲学思想,论争,无限性,错误思想,思想体系,分法,学理,权能,几何学,德鲁克,信仰者,总论,思想观念,纯理论,经验主义,学派,兼爱,评析,辨析,教条主义,先验,客观存在,试述,人性,自我认识,主客观,人与自然,马斯洛,谬误,弗洛伊德,释梦,思想观点,归因,比较法,清教徒,不相容,正义性,真理性,艺术史,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
通用,通用,分段,用到,操作方法,匹配,专用,共用,参照,批量,基准,型号,兼容,通用型,制式,delphi,单台,基本相同,能源,完全相同,大致相同,中高级,第二代,上海通用,仿制,第一代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
定性,定义,分类,性质,对象,典型,特征,判断,划分,结论,定位,判别,判定,关联,归纳,反,区分,一般性,实质,确立,进展,定性,分级,是非,作出,排除,纠正,确切,认清,比较清楚,分清,推论,范畴,推测,弄清楚,予以考虑,弄清,脱离,成因,意图,关键问题,分子,后果,推断,真假,动机,本质区别,拖延,认定,推翻,定性分析,讲清楚,打击,界定,划清,犯,消灭,抓,干预,财产权利,指明,销毁,得出结论,厘清,判明,不究,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
导电性,性能,电子,材料,介质,粒度,密度,标号,速率,磁,亮度,粒子,固体,光电效应,温度,强度,杂质,导热,气体,固态,导电,金属,声速,石英,透明性,溶解,弹性模量,金属丝,共价,导体,流体,钠,改性,基体,锡,玻璃,放射性,导电性,寿命短,碳化,压强,沟道,热辐射,对光,光强,表面积,比热容,烧杯,保护剂,电磁波,制备,散射,防火,油漆,太阳能,电荷,微粒,防水,耗能,硅油,化学键,相容性,碱金属,低温,表面张力,光反射,空气密度,灵敏度,膨胀系数,水基,截面积,反射光,杂化,自由电子,纳米,网孔,高容量,离子,晶体结构,电势,性好,传播速度,电磁场,样品,等离子体,晶格,氧化,测定方法,能级,磁化,浆料,待测,吸收性,静电,硅,电位差,折射率,热传导,核反应,红外光,光度,薄膜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中国,国际,中国,前沿,世界,国家,我国,先进,国内外,北京,世纪,国外,国内,下一代,美国,全球,国际交流,全国,国情,国家级,全球化,出口,中国化,基地,西方,外国,日本,垄断,国际标准,祖国,面向世界,维和,近邻,杭州,波兰,西方人,大国,中华人民共和国,技术落后,俄国,上海,多边,全国性,中非,列强,地区,英国,海外,现代战争,多国,强国,全世界,国际性,奥运,举世瞩目,一代,资本输出,本土化,军备竞赛,陕西,华东,国,引进,重庆,四川省,外国专家,俄罗斯,发达国家,首都,主权,发展中国家,宝莱坞,印度,英美,南极,北美,国际竞争,中日,四代,欧洲,奥林匹克运动,中华,中方,入列,东欧,北极,跨国公司,外交部,外宾,武汉,弱国,西安,拉美,周边国家,上海市,航空工业,东方,富国,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
位,线,组,位,位置,双,群,名,次,件,多位,张,排,两位,图中,阵,场,首,二位,票,家,个子,年轻,位是,群群,三位,前来,个点,副,四位,每位,高龄,代,几位,六位,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
变更,变换,名称,修改,调整,日期,合并,指定,拟,归并,申请,变,原,变更,改,新增,人为,增,终止,登记,改为,为准,重组,改名,及子,变动,启用,取消,该次,发生变化,更改,撤销,注销,事项,追加,持有,增减,之日起,自本,办理,更正,备案,期内,换名,调换,更名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取出,包,熟练地,溢出,装入,存放,半小时,容器,取,调制,放在,背包,制作方法,盒,抽取,夹,包中,液体,切片,事先,放入,举起,放置,拆箱,再用,水中,变色,握,放到,密封,按下,储存,摘下,待用,十分钟,坐下,放,堆中,平铺,置入,送入,装满,移入,取回,时取,中待,吸,袋内,壳,骤,去掉,先取,掀开,端到,信封,嗅,配成,丝,取出,箱内,几块,串上,片后,加到,模具,交给,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
若干,几个,多个,若干,混合,制,扩充,预备,既有,分成,成组,后备,少量,末,酌情,数个,十五,概略,十六,附,分三,十二个,一地,十七,附件,零碎,几条,其间,不计,备,一至,同上,一批,若干条,另有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
逻辑性,逻辑,思维,推理,理论性,思考,扎实,严谨,逻辑推理,逻辑思维,独立性,表达能力,逻辑关系,技术性,理解能力,语言表达,连贯,思路清晰,公式化,可读性,共性,条理清晰,真实感,剪辑,动脑,条理清楚,思考问题,逻辑性,论据,信息量,关联性,人际沟通,思想性,启发性,现实性,要会,条理性,条理,感性,性格特点,引导性,自理能力,左脑,表达力,看头,通性,缜密,目的性,主次,技巧性,右脑,连贯性,严密性,功底,歧义,挑战性,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
故事,历史,讲述,段,动画,主题,角色,发生,原型,讲,听,题材,话,情感,经历,人物,故事,电影,映像,叙述,影片,篇幅,演绎,记忆,情景,初识,年代,命运,事情,梦,主线,日记,形象,原著,情节,事迹,叙事,开篇,闪回,还原,开头,事例,镜头,励志,之谜,亲历,一段,剧本,有趣,扮演,观后感,前半部,境遇,刺客列传,书中,伏笔,故事梗概,喜剧,军旅,结局,同名,事,贴近生活,传奇,海报,牡丹亭,第五回,音乐剧,蝴蝶效应,主角,成功之路,趣,动画影片,整部,观众,大观园,荒岛,动漫,遭际,神话,讲过,典故,悲剧,片段,爱上,结尾,自白,相识,正片,时代背景,穿越时空,怦然心动,来龙去脉,感想,个人经历,一部,戏剧,风采,精彩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
管理工作,培养,工作,管理,安排,人员,项目管理,部署,承担,考核办法,运行机制,良好基础,工作量,分工,管理机制,培训,推广,部门,经营,本级,负责,管理工作,职能,负责人,人力资源,职责,担负,环境保护,管理策略,督促,维修,工程建设,自我管理,运营,省级,卫生,监督,指挥,管理模式,管理者,专项,骨干,工作进度,组织协调,积极主动,财务管理,具体任务,管理人员,大中型,统一安排,管控,管理体系,聘请,保障机制,自觉遵守,主要职责,明确分工,交由,积极开展,依规,绩效,责任制,治理,管理手段,厂矿企业,高级人才,明确责任,卓有成效,考评,集团公司,搞好,成本核算,上岗,专业人才,全面完成,管理制度,科学管理,业务主管,企事业,筹建,认真执行,职业技能,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
开发者,用户,开发工具,程序开发,开发技术,用户界面,界面设计,switch,游戏,搜索引擎,测试阶段,工程师,开放,测试计划,开源,程序员,开发软件,windows,开发人员,轻量级,微软,员工,百度,前端开发,机型,雅虎,谷歌,迅雷,浏览者,硬核,网上商店,商业网站,开发者,外挂,微软公司,加速器,顾客,android,开发进度,腾讯,创业项目,商店,高通,google,厂商,交易所,投票系统,创业者,适配,用户数量,手机操作系统,苹果,手机游戏,开发周期,双端,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
方程,表达式,求解,变量,公式,定理,代数,计算方法,算术,数学模型,常量,等价,方程,一维,乘法,求法,给定,向量,表示法,定律,分析法,推导,整数,解法,微分,加法,多项式,会求,微分方程,系数,初等,物理量,化简,子集,极值,常数,约束条件,导数,十进制,数学方法,数列,求导,四则运算,最大值,假设,弧长,通解,方程组,求值,除法,微积分,举例说明,余弦,方差,最小值,反函数,解析几何,行列式,正态分布,随机数,三角函数,初始条件,无穷小,乘除,概率分布,坐标系,极坐标,相关系数,求函数,无穷大,真值,特征向量,维数,周期函数,拟合,特征值,展开式,原函数,线性规划,线性相关,计算公式,取值,随机变量,等式,正整数,相加,关系式,有效数字,线性关系,动力学,渐近线,刚体,单位向量,指数函数,充要条件,乘数,能求,小数,邻域,会解,值域,不等式,最值,素数,可导,边界条件,相乘,cosx,数学计算,标量,代数和,正负,标准差,动量,置信区间,乘积,数学原理,测量方法,静电场,取整,有解,实数,余数,定义域,守恒定律,奇偶性,空集,自变量,线段,数学公式,反证法,求出,波函数,单摆,角动量,自旋,计算结果,补集,有理数,并求,应用题,列数,物理现象,相除,共轭,图象,维空间,氢原子,代入,守恒,sinx,自然数,近似值,公倍数,定则,数论,质点,绝对值,某点,相减,对数,试求,热力学,类推,数学家,四元,个根,式子,除以,引力场,mn,题意,记作,圆周率,质数,基本粒子,数加,数中,截距,动能定理,方程式,组间,电磁学,抛物线,量子化,乘方,等差数列,阶乘,平面几何,众数,中学数学,序数,动量定理,图线,原子核,闰年,估计值,反例,非零,机械波,恒等,题中,于点,频数,夸克,分式,定值,质能,条边,各边,难解,方差分析,运动学
this,while,if,a,break,continue,else,out,catch,try,this,main,finally,word,flash,read,i,sth,that,wait,write,be,next,survive,not,new,final,make,competition,keen,listening,start,anyway,abandon,loop,find,reflect,encounter,could,expand,likely,available,throw,todo,believed,luxury,affect,typical,previous,absolutely,see,grand,deserve,home,thought,represent,might,reveal,move,result,focus,influence,fade,concerned,spend,cohen,ll,dean,concern,the,visual,proof,visited,stretch,year,purchase,eventually,but,escape,advantage,minor,via,vital,help,suicide,ones,opportunity,transition,中宏,completion,routine,part,down,decade,run,某人,too,style,to,process,critical,get,then,is,does,mistake,contract,sleep,gets,curiosity,before,destroy,school,pursuit,since,project,crash,graduate,university,success,did,tree,wilson,la,ve,mail,man,degree,stop,sort,window,rose,kill,question,pop,regret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四邻,群众,四邻,烧香,货郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
旧,新,改造,建,可重,清理,修,清空,更替,原先,翻,裁减,重建,原有,布,闲置,二条,旧式,清洗,旧,老化,落伍,面貌,新面貌,几件,砖,成堆,焕发,织,崭新,新老,简陋,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
紧急,指令,命令,中断,调度,响应,消息,关闭,返回,协调,先行,封锁,称,通知,延迟,作好,动员,未定,机上,接到,自救,发动,协助,出队,求助,下达,危险,处置,救火,应急,地震,接管,生死攸关,后方,紧急,缓,警报,先期,临时,突发,推迟,妥善,零时,接人,待查,急,就绪,短缺,火警,就近,暂停,医务,中止,呼叫,快速反应,逃生,火情,随即,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
规划局,审批,监理,公示,消防,局,打听,资质等级,工商,规划局,管理站,哈西,工程验收,公安,总工,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
板卡,存储器,内存,芯片,主机,显示器,封装,微处理器,外设,串口,黑盒,中央处理器,集成电路,图形处理,整机,硬盘,线缆,电路板,基带,主板,液晶显示,磁盘阵列,存储芯片,连接器,机箱,装机,工作站,激光打印机,扩展卡,并口,微控制器,液晶,喷墨,闪存,数据线,视频卡,主频,硅脂,板卡,即插即用,芯片组,主机板,投影机,显卡,磁道,串流,光驱,品牌机,刷新率,超线程,电子标签,日立,芯片级,跳线,多台,单通道,采集卡,散热器,智能卡,二级缓存,声卡,组装机,打印头,光电,集成度,具体型号,内存条,线及,擦写,兼容机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current,概要,include,response,net,release,virtual,priority,properties,index,margin,option,drive,schedule,overseas,button,reference,blank,self,free,http,edu,reserve,intelligence,tail,capacity,science,slim,auto,signal,exchange,balance,computing,dynamic,search,rear,width,assembly,methods,handle,apply,bottom,relevant,rate,length,constant,technology,abstract,defined,class,port,statement,mask,depth,div,set,fisher,pearson,insight,variable,random,return,conference,union,key,cash,activity,test,org,crisis,property,protected,access,register,vin,score,security,connection,current,scheme,base,value,location,asos,outlook,academy,global,float,size,account,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z,子,编号,n,c,号,微,m,坐标,b,x,p,加,s,t,d,l,f,r,h,k,e,vi,super,u,ln,rm,g,v,j,y,cn,o,cd,ls,aa,ki,kn,kk,lc,bx,ab,ad,ii,en,sc,ax,ing,sp,os,hp,代号,di,bi,im,q,sin,bc,w,ni,vk,值为,bn,vj,tu,kiki,rn,col,pt,ch,iii,lb,pi,kkk,id,aaa,湘,z,tp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
副词,用法,短语,谓词,词组,量词,前缀,名词,复数,同义词,分词,逗号,状语,从句,副词,时态,词义,形容词,不定式,主格,括号,词性,空格,谓语,数词,主语,介词,adj,弱读,可数,疑问句,单数,某事,动词,辅音,助动词,不可数,实词,引号,语态,比较级,近义词,爆破音,复合句,连词,词类,宾语,词尾,主谓,定语,连接词,单句,重音,代词,降调,主句,倒装,关联词,表语,虚拟语气,变位,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
开端,打下,奠定,意义,进程,打下基础,后继,结束,历程,展开,时代,发展史,时期,引言,坚实基础,前导,顺利,篇章,承上启下,起点,兴起,诞生,日后,伴随,这是,早期,是从,转折,小规模,铺垫,开启,第二次,时刻,改写,第三次,复兴,新世纪,基石,新生,最坏,觉醒,将会,灭亡,衰落,时分,灾难,正式,开创,历史性,原始积累,第一阶段,笔,自上,辉煌,交替,倒计时,过渡时期,夭折,刚刚,时机,起始,启航,第一步,第四次,开端,爆发,迈向,行将,一场,崛起,典范,要开,新纪元,切入点,初有,大事记,里程碑,顶峰,一轮,至此,中叶,征程,第一台,持久战,幕后,大跃进,应运而生,象征,纵观,起大,序幕,大决战,恰是,到来,分水岭,深渊,远大前程,第五次,开机,成真,转折点,关键性,初露端倪,秋季,第一段,问世,漫长,揭开,蓬勃,之路,无疑,艰难,高潮期,第一部,奇迹,破灭,铺开,前夜,来临,新的一页,最初,第二段,高潮,初创,罪恶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
油井,管道,口,工厂,桶,石油,加油站,厂矿,矿山,油藏,沙漠,输油管,井,厂主,天然气,油管,火山,油井,勘探,油气,金矿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
电子相册,光盘,滤镜,三维动画,数码照片,音频视频,播放机,电子相册,单张,照片,幻灯,后期合成,用微,彩色打印机,桌面背景,个人主页,贺卡,素材库,留念,相册,数码相机,剪接,录像机,电影胶片,同学录,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
控制电路,输入输出,电路,寄存器,指针,控制器,总线,触发器,部件,计数器,定时器,器件,故障,数字电路,单片机,元件,引脚,开关,电源,回路,转换器,输出设备,外部设备,按键,框图,电阻,原理图,二极管,电路设计,自动控制,适配器,功率,编码器,负载,电流,三极管,半导体器件,电压,发生器,装置,故障诊断,直流,数码管,主要参数,键,电路图,单级,稳压电源,场效应管,模拟量,晶体管,分配器,接法,检测器,并联,控制线,常见故障,电子电路,电容,元器件,电位,短路,控制电路,电机,欧姆定律,万用表,接地,直流电源,分压,电子器件,三相,低电平,管脚,电功率,值时,变阻器,集电极,单相,变压器,接线,电动势,驱动器,直流电,光源,彩色电视,照明,母线,用电,稳压管,供电,温度传感器,核心部件,带电,指针式,调速,电子元件,掉电,图形符号,热敏电阻,占空比,用表,稳压器,热启动,磁悬浮,电学,传送器,配线,双口,电,电烙铁,断开,机内,传真机,变电,或门,电场,节电,内阻,电池,户内,电缆,放电,led,单极,线电压,启停,接点,串接,触点,开关电源,电压表,指示灯,上电,互锁,交流电,电流表,仪表,相电压,恒压,待机,充电,电器,过流,电容器,供水系统,激光器,电磁感应,跑马灯,插座,热风,供能,过载,永磁,电量,量程,机械能,储能,过压,蜂鸣器,可控硅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预习,基础课,参考书,实验报告,专业课,必做,必修课,进度,复习,自学,课件,期末,自学能力,选课,期末考试,毕业设计,答辩,预习,学好,听写,操练,结课,学完,课本,日程表,精读,课后练习,综合测试,记笔记,毕业论文,课前预习,教案,基础训练,对学,做习题,弄懂,测验,开题,主课,先读,还书,书本,要学,来学,强化训练,英语听力,默写,批阅,课要,认真思考,温故而知新,计划表,门课,这章,四六级,辅导材料,用书,该学,查资料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
语法,语言,数学,语法,读写,文本,英语,语义,单词,听力,语音,口语,词典,句型,听懂,文法,外语,词法,上下文,字典,英语单词,语法结构,语篇,构词法,通顺,英语口语,生词,重写,词汇量,拼写,听说读写,模版,语法错误,英译汉,汉译英,连读,初学者,专业英语,英语词汇,发音,标点符号,大小写,英语水平,笔译,略读,能看懂,语言学,听读,互译,泛读,选词,多加练习,跟读,字母表,音标,简单句,母语,词汇表,学用,正音,英语语法,读法,语言文字,语料,语言障碍,商务英语,基本功,外研社,难句,口译,语用,词源,死记,古代汉语,多练,现代汉语,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
未曾,体会,未,未能,有何,难以,尚未,历经,无声,交集,无须,从小到大,三十年,何在,未留,未解,从始至终,心有,足迹,无此,中得,未曾,偶然,早已,并未,从前,自感,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
卡尔,牛顿,高斯,欧拉,布尔,维,泰勒,施密特,哈斯,希尔,图灵,拉斯维加斯,罗尔,柯西,霍尔,约瑟夫,普朗克,卡诺,特斯,格雷,夫曼,香农,库塔,霍夫曼,摩根,龙格,上将,大师,康普顿,冈萨雷斯,尤拉,薛定谔,报童,伽马,亚当,基尼,韦伯,维吉尼亚,费米,诺顿,拉丁,霍桑,五号,麦克斯韦,汉诺威,普里,斯特拉,姆,瓦,图斯,卡特尔,克鲁斯,迈克尔,纳,道格拉斯,兰克,同伴,蒂姆,里克,天才,凯撒,疯子,普拉斯,德文,赛尔,米尔顿,泰罗,霍兰德,达拉,安培,施耐德,波特,丽亚,戴尔,辉光,卢瑟福,汤姆森,姆斯,威利,曼,库拉,哈尔,海尔,列维,亨利,萨特,法拉第,老朋友,布朗,沃森,博恩,clark,全名,米特,迪,蜘蛛,匈牙利,沃尔什,尼斯,爱尔兰,霍夫,波恩,卡尔,豪斯,堕落,维亚,波尔,努尔,莱恩,加西亚,伯格,布拉格,罗杰斯,英王,罗斯,绿巨人,阿贝尔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
exec,输入,创建,调用,代码,编译,字符串,初始化,赋值,关键字,遍历,构造方法,子程序,栈,复制,作用域,标识符,函数调用,构造函数,局部变量,全局变量,抽象类,表单,正则表达式,命令行,返回值,整型,元组,操作数,基类,printf,形参,static,实参,类中,子类,操作符,config,父类,select,socket,application,request,环境变量,cache,session,shell,显式,char,etc,const,string,exit,exception,监听器,parent,init,爬虫,cid,replace,delete,exec,初始值,通配符,bean,sum,asp,eclipse,page,apache,boot,www,调用函数,fork,非空,htm,debug,file,正则,从文件,下推,timer,cin,service,键值,创建对象,plugin,slot,键入,schema,pipe,command,user,item,num,tick,html,operator,url,hadoop,ptr,navigator,len,console,flask,script,为空,server,table,oracle,cout,merge,int,import,cookie,database,define,param,boolean,doc,object,push,scan,throws,struct,intent,bash,类名,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
家风,道德修养,弘扬,品德,思想道德,传承,品格,家族,熏陶,杨氏,优良传统,精神家园,美德,文氏,习俗,徽商,善行,诚信,礼义,向善,守法,传统美德,中华文化,孙家,韩家,堂兄弟,身体力行,德治,晋商,子孙,潜移默化,睦邻,发扬光大,模范,个人修养,锡器,大家族,之家,廉洁自律,冯氏,家风,婚姻观,遗愿,文明礼仪,茶文化,张家,对子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
